2023-04-25 17:27:46.416 [restartedMain] INFO  com.nsapi.niceschoolapi.NiceschoolapiApplication - Starting NiceschoolapiApplication on DESKTOP-BJMJBA6 with PID 11212 (started by 13056 in C:\BaiDuYun\a01297t教务管理系统java源码\01、项目源码\教务系统源码)
2023-04-25 19:12:30.083 [http-nio-8080-exec-4] INFO  com.nsapi.niceschoolapi.common.aspect.LogAspect - classMethod:======>com.nsapi.niceschoolapi.controller.LonginController.adminLogin
2023-04-25 19:12:30.083 [http-nio-8080-exec-4] INFO  com.nsapi.niceschoolapi.common.aspect.LogAspect - method:======>POST
2023-04-25 19:12:30.083 [http-nio-8080-exec-4] INFO  com.nsapi.niceschoolapi.common.aspect.LogAspect - params:======>["org.apache.shiro.web.servlet.ShiroHttpServletRequest@2e9331d6"]
2023-04-25 19:12:30.083 [http-nio-8080-exec-4] INFO  com.nsapi.niceschoolapi.common.aspect.LogAspect - session id :======>7220efa6-db09-492e-985d-d053932fc00d
2023-04-25 19:12:30.083 [http-nio-8080-exec-4] INFO  com.nsapi.niceschoolapi.common.aspect.LogAspect - mylog:======>用户登录
2023-04-25 19:12:30.083 [http-nio-8080-exec-4] INFO  com.nsapi.niceschoolapi.common.aspect.LogAspect - user:======>管理员
2023-04-25 19:12:30.093 [http-nio-8080-exec-4] INFO  com.nsapi.niceschoolapi.common.aspect.LogAspect - user:======>管理员
2023-04-25 19:12:30.093 [http-nio-8080-exec-4] INFO  com.nsapi.niceschoolapi.common.aspect.LogAspect - ret:======>{"success":true,"url":"index"}
2023-04-25 19:12:30.093 [http-nio-8080-exec-4] INFO  com.nsapi.niceschoolapi.common.aspect.LogAspect - useTime:======>10
2023-04-25 23:47:46.111 [restartedMain] INFO  com.nsapi.niceschoolapi.NiceschoolapiApplication - Starting NiceschoolapiApplication on DESKTOP-BJMJBA6 with PID 14416 (started by 13056 in C:\BaiDuYun\a01297t教务管理系统java源码\01、项目源码\教务系统源码)
2023-04-25 23:47:46.115 [restartedMain] INFO  com.nsapi.niceschoolapi.NiceschoolapiApplication - The following profiles are active: dev
2023-04-25 23:47:46.163 [restartedMain] INFO  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext - Refreshing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@1f7c3d29: startup date [Tue Apr 25 23:47:46 CST 2023]; root of context hierarchy
2023-04-25 23:47:47.435 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'shiroConfig' of type [com.nsapi.niceschoolapi.common.config.ShiroConfig$$EnhancerBySpringCGLIB$$4f0a18d9] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-25 23:47:47.493 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'authRealm' of type [com.nsapi.niceschoolapi.common.realm.AuthRealm] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-25 23:47:47.992 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'rememberMeCookie' of type [org.apache.shiro.web.servlet.SimpleCookie] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-25 23:47:47.998 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'rememberMeManager' of type [org.apache.shiro.web.mgt.CookieRememberMeManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-25 23:47:48.011 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'webSessionManager' of type [org.apache.shiro.web.session.mgt.DefaultWebSessionManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-25 23:47:48.087 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'cacheManager' of type [org.apache.shiro.cache.ehcache.EhCacheManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-25 23:47:48.088 [restartedMain] INFO  org.apache.shiro.cache.ehcache.EhCacheManager - Cache with name 'com.nsapi.niceschoolapi.common.realm.AuthRealm.authorizationCache' does not yet exist.  Creating now.
2023-04-25 23:47:48.090 [restartedMain] INFO  org.apache.shiro.cache.ehcache.EhCacheManager - Added EhCache named [com.nsapi.niceschoolapi.common.realm.AuthRealm.authorizationCache]
2023-04-25 23:47:48.097 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'securityManager' of type [org.apache.shiro.web.mgt.DefaultWebSecurityManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-25 23:47:48.133 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'authorizationAttributeSourceAdvisor' of type [org.apache.shiro.spring.security.interceptor.AuthorizationAttributeSourceAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-25 23:47:48.172 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$8067fa95] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-25 23:47:48.745 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2023-04-25 23:47:48.763 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2023-04-25 23:47:48.780 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-04-25 23:47:48.780 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.31
2023-04-25 23:47:48.784 [localhost-startStop-1] INFO  org.apache.catalina.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\Program Files\Java\jdk1.8.0_162\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\ProgramData\Oracle\Java\javapath;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Program Files\Bandizip\;C:\Program Files\dotnet\;C:\Program Files\MySQL\MySQL Server 8.0\bin;C:\Program Files\Git\cmd;C:\Program Files\Redis\;C:\Program Files\MongoDB\Server\5.0\bin;C:\Program Files\nodejs\;C:\Users\13056\AppData\Local\Microsoft\WindowsApps;C:\Program Files\Git\bin;C:\Users\13056\AppData\Roaming\npm;C:\Program Files\nodejs;;.]
2023-04-25 23:47:48.930 [localhost-startStop-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-04-25 23:47:48.931 [localhost-startStop-1] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2767 ms
2023-04-25 23:47:49.143 [localhost-startStop-1] INFO  o.s.boot.web.servlet.ServletRegistrationBean - Servlet dispatcherServlet mapped to [/]
2023-04-25 23:47:49.146 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*]
2023-04-25 23:47:49.147 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2023-04-25 23:47:49.147 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'httpPutFormContentFilter' to: [/*]
2023-04-25 23:47:49.147 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'requestContextFilter' to: [/*]
2023-04-25 23:47:49.147 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'shiroFilter' to: [/*]
2023-04-25 23:47:49.445 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2023-04-25 23:47:49.838 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2023-04-25 23:47:50.927 [restartedMain] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2023-04-25 23:47:51.264 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@1f7c3d29: startup date [Tue Apr 25 23:47:46 CST 2023]; root of context hierarchy
2023-04-25 23:47:51.350 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/addStudentPage]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.AddStudentController.selPolitics(org.springframework.ui.Model)
2023-04-25 23:47:51.351 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/addStudent]}" onto public com.nsapi.niceschoolapi.entity.LayuiResult<com.nsapi.niceschoolapi.entity.StudentDB> com.nsapi.niceschoolapi.controller.AddStudentController.addStudent(com.nsapi.niceschoolapi.entity.StudentVO,java.lang.String,java.lang.String) throws java.lang.Exception
2023-04-25 23:47:51.352 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/addTeacher]}" onto public com.nsapi.niceschoolapi.entity.LayuiResult<com.nsapi.niceschoolapi.entity.TeacherDB> com.nsapi.niceschoolapi.controller.AddTeacherController.addTeacher(com.nsapi.niceschoolapi.entity.TeacherDB,java.lang.String,java.lang.String) throws java.lang.Exception
2023-04-25 23:47:51.352 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/addTeacherPage]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.AddTeacherController.addTeacherPage(org.springframework.ui.Model)
2023-04-25 23:47:51.355 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/appraise/seltch]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.AppraiseController.seltch()
2023-04-25 23:47:51.356 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/appraise/addoneev]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.AppraiseController.addOneEv(com.nsapi.niceschoolapi.entity.EvaluateListDB)
2023-04-25 23:47:51.357 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/appraise/evlistcontrol]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.AppraiseController.evListControl()
2023-04-25 23:47:51.357 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/appraise/deleteoneev]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.AppraiseController.deleteOneEv(java.lang.Integer)
2023-04-25 23:47:51.357 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/appraise/editoneev]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.AppraiseController.editOneEv(com.nsapi.niceschoolapi.entity.EvaluateListDB)
2023-04-25 23:47:51.358 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/appraise/findalltch]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.AppraiseController.findalltch(com.nsapi.niceschoolapi.entity.SelEvRecardVO)
2023-04-25 23:47:51.358 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/appraise/addoneappraise]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.AppraiseController.addOneAppraise(com.nsapi.niceschoolapi.entity.EvTchVO)
2023-04-25 23:47:51.358 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/appraise/findalltm]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.AppraiseController.findalltm(com.nsapi.niceschoolapi.entity.EvaluateListDB,java.lang.Integer,java.lang.Integer)
2023-04-25 23:47:51.359 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/appraise/selonestate]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.AppraiseController.selOneState(com.nsapi.niceschoolapi.entity.EvaluateRecordDB)
2023-04-25 23:47:51.361 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/update]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.courseController.update(com.nsapi.niceschoolapi.entity.coursel)
2023-04-25 23:47:51.361 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/selCou]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.courseController.selCourse()
2023-04-25 23:47:51.361 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/selJson]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.courseController.selJson()
2023-04-25 23:47:51.362 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/hfcou]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.courseController.hfcou(java.lang.Integer)
2023-04-25 23:47:51.362 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/selCoutu]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.courseController.selCoutu()
2023-04-25 23:47:51.362 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sel]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.courseController.sel(java.lang.Integer,java.lang.Integer,com.nsapi.niceschoolapi.entity.coursel,java.lang.String)
2023-04-25 23:47:51.363 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/delcou]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.courseController.delcou(java.lang.Integer)
2023-04-25 23:47:51.363 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/addcou]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.courseController.addcou(com.nsapi.niceschoolapi.entity.coursel)
2023-04-25 23:47:51.364 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/delStudent]}" onto public com.nsapi.niceschoolapi.entity.LayuiResult<java.util.Map> com.nsapi.niceschoolapi.controller.DeleteController.delStudent(java.lang.String,java.lang.String)
2023-04-25 23:47:51.364 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/insertDropout]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.DeleteController.insertDropout(java.lang.String,java.lang.String,org.springframework.ui.Model)
2023-04-25 23:47:51.365 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/seledCourse]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.DropCourseController.seledCourse()
2023-04-25 23:47:51.365 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dropcou]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.DropCourseController.dropcou(java.lang.Integer)
2023-04-25 23:47:51.366 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/seld]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.DropCourseController.sel(java.lang.Integer,java.lang.Integer,java.lang.String)
2023-04-25 23:47:51.366 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dropoutPage]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.DropoutController.dropoutPage()
2023-04-25 23:47:51.366 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/selDropout]}" onto public com.nsapi.niceschoolapi.entity.LayuiResult<java.util.Map> com.nsapi.niceschoolapi.controller.DropoutController.selDropout(com.nsapi.niceschoolapi.entity.pageCount,com.nsapi.niceschoolapi.entity.StudentDB)
2023-04-25 23:47:51.367 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/selectGrade]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.GradeController.pageSelgrade(org.springframework.ui.Model)
2023-04-25 23:47:51.367 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/selExam]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.GradeController.selExam(java.lang.String,java.lang.Integer,org.springframework.ui.Model)
2023-04-25 23:47:51.368 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/selGrade]}" onto public com.nsapi.niceschoolapi.entity.LayuiResult<java.util.Map> com.nsapi.niceschoolapi.controller.GradeController.selGrade(java.lang.Integer)
2023-04-25 23:47:51.368 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/home || /]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.IndexController.index()
2023-04-25 23:47:51.369 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/schedulelist]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.IndexController.ScheduleList(com.nsapi.niceschoolapi.entity.ScheduleDB)
2023-04-25 23:47:51.370 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/newslist]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.IndexController.NewsList(com.nsapi.niceschoolapi.entity.NewsinfoDB,java.lang.Integer)
2023-04-25 23:47:51.372 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/index]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.LonginController.index(javax.servlet.http.HttpSession,java.lang.String)
2023-04-25 23:47:51.373 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/main]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.LonginController.main(org.springframework.ui.ModelMap)
2023-04-25 23:47:51.373 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/systemLogout]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.LonginController.logOut()
2023-04-25 23:47:51.374 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/toLogin]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.LonginController.adminToLogin(javax.servlet.http.HttpSession,java.lang.String)
2023-04-25 23:47:51.374 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/getCaptcha]}" onto public void com.nsapi.niceschoolapi.controller.LonginController.getCaptcha(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) throws java.io.IOException
2023-04-25 23:47:51.374 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/login],methods=[POST]}" onto public com.nsapi.niceschoolapi.common.util.ResponseEntity com.nsapi.niceschoolapi.controller.LonginController.adminLogin(javax.servlet.http.HttpServletRequest)
2023-04-25 23:47:51.375 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/user/getUserMenu]}" onto public java.util.List<com.nsapi.niceschoolapi.entity.ShowMenuVo> com.nsapi.niceschoolapi.controller.LonginController.getUserMenu()
2023-04-25 23:47:51.375 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin || /admin/index]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.LonginController.adminIndex(org.springframework.web.servlet.mvc.support.RedirectAttributes,org.springframework.ui.ModelMap)
2023-04-25 23:47:51.376 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/system/menu/add],methods=[POST]}" onto public com.nsapi.niceschoolapi.common.util.ResponseEntity com.nsapi.niceschoolapi.controller.MenuController.add(com.nsapi.niceschoolapi.entity.Menu)
2023-04-25 23:47:51.377 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/system/menu/add]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.MenuController.add(java.lang.String,org.springframework.ui.ModelMap)
2023-04-25 23:47:51.377 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/system/menu/delete],methods=[POST]}" onto public com.nsapi.niceschoolapi.common.util.ResponseEntity com.nsapi.niceschoolapi.controller.MenuController.delete(java.lang.String)
2023-04-25 23:47:51.378 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/system/menu/list]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.MenuController.list()
2023-04-25 23:47:51.378 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/system/menu/edit],methods=[POST]}" onto public com.nsapi.niceschoolapi.common.util.ResponseEntity com.nsapi.niceschoolapi.controller.MenuController.edit(com.nsapi.niceschoolapi.entity.Menu)
2023-04-25 23:47:51.378 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/system/menu/edit]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.MenuController.edit(java.lang.String,org.springframework.ui.ModelMap)
2023-04-25 23:47:51.379 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/system/menu/treeList]}" onto public com.nsapi.niceschoolapi.common.util.ResponseEntity com.nsapi.niceschoolapi.controller.MenuController.treeList()
2023-04-25 23:47:51.380 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/news/addnews]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.NewsController.addnews()
2023-04-25 23:47:51.380 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/news/editingnews]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.NewsController.editNews(com.nsapi.niceschoolapi.entity.NewsinfoDB)
2023-04-25 23:47:51.381 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/news/deletenews]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.NewsController.deleteNews(java.lang.Integer)
2023-04-25 23:47:51.381 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/news/newscontrol]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.NewsController.newscontrol()
2023-04-25 23:47:51.382 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/news/addingnews]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.NewsController.addingNews(com.nsapi.niceschoolapi.entity.NewsinfoDB)
2023-04-25 23:47:51.382 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/news/findallnews]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.NewsController.findallnews(com.nsapi.niceschoolapi.entity.NewsinfoDB,java.lang.Integer,java.lang.Integer)
2023-04-25 23:47:51.383 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/page]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.PageController.page()
2023-04-25 23:47:51.385 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/system/role/add]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.RoleController.add(org.springframework.ui.ModelMap)
2023-04-25 23:47:51.386 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/system/role/add],methods=[POST]}" onto public com.nsapi.niceschoolapi.common.util.ResponseEntity com.nsapi.niceschoolapi.controller.RoleController.add(com.nsapi.niceschoolapi.entity.Role)
2023-04-25 23:47:51.386 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/system/role/delete],methods=[POST]}" onto public com.nsapi.niceschoolapi.common.util.ResponseEntity com.nsapi.niceschoolapi.controller.RoleController.delete(java.lang.String)
2023-04-25 23:47:51.386 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/system/role/list],methods=[POST]}" onto public com.nsapi.niceschoolapi.common.base.PageData<com.nsapi.niceschoolapi.entity.Role> com.nsapi.niceschoolapi.controller.RoleController.list(java.lang.Integer,java.lang.Integer,javax.servlet.ServletRequest)
2023-04-25 23:47:51.386 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/system/role/list]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.RoleController.list()
2023-04-25 23:47:51.387 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/system/role/edit],methods=[POST]}" onto public com.nsapi.niceschoolapi.common.util.ResponseEntity com.nsapi.niceschoolapi.controller.RoleController.edit(com.nsapi.niceschoolapi.entity.Role)
2023-04-25 23:47:51.387 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/system/role/edit]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.RoleController.edit(java.lang.String,org.springframework.ui.ModelMap)
2023-04-25 23:47:51.387 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/system/role/deleteSome],methods=[POST]}" onto public com.nsapi.niceschoolapi.common.util.ResponseEntity com.nsapi.niceschoolapi.controller.RoleController.deleteSome(java.util.List<com.nsapi.niceschoolapi.entity.Role>)
2023-04-25 23:47:51.390 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/schoolmanage/findalldpm]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.SchoolManageController.findAllDpm(com.nsapi.niceschoolapi.entity.SchoolManageVO,java.lang.Integer,java.lang.Integer)
2023-04-25 23:47:51.391 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/schoolmanage/editonedpm]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.SchoolManageController.editOneDpm(com.nsapi.niceschoolapi.entity.DepartmentDB)
2023-04-25 23:47:51.391 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/schoolmanage/grademanage]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.SchoolManageController.grademanage()
2023-04-25 23:47:51.391 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/schoolmanage/majormanage]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.SchoolManageController.majormanage()
2023-04-25 23:47:51.391 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/schoolmanage/classmanage]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.SchoolManageController.classmanage()
2023-04-25 23:47:51.391 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/schoolmanage/dpmmanage]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.SchoolManageController.dpmmanage()
